nace_r2,indic_sb,anno,valore
C15,V97030,2012,7.5
C15,V97030,2013,7.55
C15,V97030,2014,7.19
C15,V97030,2015,7.95
C15,V97030,2016,7.61
C15,V97030,2017,6.64
C15,V97030,2018,6.19
C15,V97030,2019,9.35
C15,V97030,2020,8.7
C16,V11910,2004,NA
C16,V11910,2005,NA
C16,V11910,2006,NA
C16,V11910,2007,NA
C16,V11910,2008,36963
C16,V11910,2009,34537
C16,V11910,2010,33805
C16,V11910,2011,34154
C16,V11910,2012,32082
C16,V11910,2013,31619
C16,V11910,2014,30314
C16,V11910,2015,28511
C16,V11910,2016,27503
C16,V11910,2017,26688
C16,V11910,2018,25613
C16,V11910,2019,23186
C16,V11910,2020,21546
C16,V11920,2004,1470
C16,V11920,2005,1485
C16,V11920,2006,1402
C16,V11920,2007,1530
C16,V11920,2008,1146
C16,V11920,2009,964
C16,V11920,2010,939
C16,V11920,2011,1018
C16,V11920,2012,975
C16,V11920,2013,1069
C16,V11920,2014,869
C16,V11920,2015,858
C16,V11920,2016,984
C16,V11920,2017,900
C16,V11920,2018,820
C16,V11920,2019,799
C16,V11920,2020,685
C16,V11930,2004,NA
C16,V11930,2005,NA
C16,V11930,2006,NA
C16,V11930,2007,NA
C16,V11930,2008,2532
C16,V11930,2009,1788
C16,V11930,2010,2081
C16,V11930,2011,2116
C16,V11930,2012,2155
C16,V11930,2013,2223
C16,V11930,2014,1905
C16,V11930,2015,1577
C16,V11930,2016,1475
C16,V11930,2017,1325
C16,V11930,2018,1068
C16,V11930,2019,1431
C16,V11930,2020,1287
C16,V16910,2004,NA
C16,V16910,2005,NA
C16,V16910,2006,NA
C16,V16910,2007,NA
C16,V16910,2008,156139
C16,V16910,2009,145667
C16,V16910,2010,139290
C16,V16910,2011,140899
C16,V16910,2012,129498
C16,V16910,2013,121594
C16,V16910,2014,114253
C16,V16910,2015,107411
C16,V16910,2016,103801
C16,V16910,2017,102065
C16,V16910,2018,99331
C16,V16910,2019,94964
C16,V16910,2020,88664
C16,V16920,2004,2104
C16,V16920,2005,2407
C16,V16920,2006,2280
C16,V16920,2007,2585
C16,V16920,2008,2225
C16,V16920,2009,1740
C16,V16920,2010,1800
C16,V16920,2011,1563
C16,V16920,2012,1352
C16,V16920,2013,1497
C16,V16920,2014,1124
C16,V16920,2015,1152
C16,V16920,2016,1243
C16,V16920,2017,1107
C16,V16920,2018,1014
C16,V16920,2019,971
C16,V16920,2020,855
C16,V16930,2004,NA
C16,V16930,2005,NA
C16,V16930,2006,NA
C16,V16930,2007,NA
C16,V16930,2008,4469
C16,V16930,2009,2601
C16,V16930,2010,2860
C16,V16930,2011,2784
C16,V16930,2012,2886
C16,V16930,2013,2837
C16,V16930,2014,2412
C16,V16930,2015,1942
C16,V16930,2016,1690
C16,V16930,2017,1548
C16,V16930,2018,1364
C16,V16930,2019,1738
C16,V16930,2020,1950
C16,V97010,2004,NA
C16,V97010,2005,NA
C16,V97010,2006,NA
C16,V97010,2007,NA
C16,V97010,2008,NA
C16,V97010,2009,-6.56
C16,V97010,2010,-2.12
C16,V97010,2011,1.03
C16,V97010,2012,-6.07
C16,V97010,2013,-1.44
C16,V97010,2014,-4.13
C16,V97010,2015,-5.95
C16,V97010,2016,-3.54
C16,V97010,2017,-2.96
C16,V97010,2018,-4.03
C16,V97010,2019,-9.48
C16,V97010,2020,-7.07
C16,V97020,2004,NA
C16,V97020,2005,NA
C16,V97020,2006,NA
C16,V97020,2007,NA
C16,V97020,2008,3.1
C16,V97020,2009,2.79
C16,V97020,2010,2.78
C16,V97020,2011,2.98
C16,V97020,2012,3.04
C16,V97020,2013,3.38
C16,V97020,2014,2.87
C16,V97020,2015,3.01
C16,V97020,2016,3.58
C16,V97020,2017,3.37
C16,V97020,2018,3.2
C16,V97020,2019,3.45
C16,V97020,2020,3.18
C16,V97030,2004,NA
C16,V97030,2005,NA
C16,V97030,2006,NA
C16,V97030,2007,NA
C16,V97030,2008,6.85
C16,V97030,2009,5.18
C16,V97030,2010,6.16
C16,V97030,2011,6.2
C16,V97030,2012,6.72
C16,V97030,2013,7.03
C16,V97030,2014,6.28
C16,V97030,2015,5.53
C16,V97030,2016,5.36
C16,V97030,2017,4.96
C16,V97030,2018,4.17
C16,V97030,2019,6.17
C16,V97030,2020,5.97
C17_C18,V11910,2004,NA
C17_C18,V11910,2005,NA
C17_C18,V11910,2006,NA
C17_C18,V11910,2007,NA
C17_C18,V11910,2008,22619
C17_C18,V11910,2009,21656
C17_C18,V11910,2010,21259
C17_C18,V11910,2011,21009
C17_C18,V11910,2012,20588
C17_C18,V11910,2013,20285
C17_C18,V11910,2014,19536
C17_C18,V11910,2015,19122
C17_C18,V11910,2016,19275
C17_C18,V11910,2017,19017
C17_C18,V11910,2018,18409
C17_C18,V11910,2019,17660
C17_C18,V11910,2020,17136
C17_C18,V11920,2004,976
C17_C18,V11920,2005,1064
C17_C18,V11920,2006,986
C17_C18,V11920,2007,1008
C17_C18,V11920,2008,883
C17_C18,V11920,2009,722
C17_C18,V11920,2010,816
C17_C18,V11920,2011,719
C17_C18,V11920,2012,756
C17_C18,V11920,2013,754
C17_C18,V11920,2014,734
C17_C18,V11920,2015,760
C17_C18,V11920,2016,831
C17_C18,V11920,2017,686
C17_C18,V11920,2018,624
C17_C18,V11920,2019,612
C17_C18,V11920,2020,486
C17_C18,V11930,2004,NA
C17_C18,V11930,2005,NA
C17_C18,V11930,2006,NA
C17_C18,V11930,2007,NA
C17_C18,V11930,2008,1273
C17_C18,V11930,2009,953
C17_C18,V11930,2010,1001
C17_C18,V11930,2011,1144
C17_C18,V11930,2012,1084
C17_C18,V11930,2013,1200
C17_C18,V11930,2014,1084
C17_C18,V11930,2015,1022
C17_C18,V11930,2016,844
C17_C18,V11930,2017,718
C17_C18,V11930,2018,722
C17_C18,V11930,2019,960
C17_C18,V11930,2020,888
C17_C18,V16910,2004,NA
C17_C18,V16910,2005,NA
