anno,classe_di_eta,tipologia_contrattuale,periodo_retribuito_dal_datore_di_lavoro,numero_lavoratori_con_almeno_una_giornata_retribuita_nell_anno,numero_settimane_retribuite_nell_anno,numero_settimane_utili_nell_anno,numero_giornate_retribuite_nell_anno,somma_retribuzioni_nell_anno
2020,40  - 44,Tempo determinato,Oltre 6 e meno di 12 mesi,135195,5978248,5198927,31034944,2099527677
2020,40  - 44,Tempo determinato,Anno intero,28139,1463223,1318278,8702599,676924784
2020,40  - 44,Tempo indeterminato,Fino a 3 mesi,67334,854903,581524,3030655,206437072
2020,40  - 44,Tempo indeterminato,Oltre 3 e fino a 6 mesi,98111,3027981,2125346,11906662,765644820
2020,40  - 44,Tempo indeterminato,Oltre 6 e meno di 12 mesi,757718,37270968,32322742,191447097,15517338297
2020,40  - 44,Tempo indeterminato,Anno intero,704887,36654107,34301046,218657840,24539302833
2020,45  - 49,Stagionale,Fino a 3 mesi,21338,229980,176528,942423,61259906
2020,45  - 49,Stagionale,Oltre 3 e fino a 6 mesi,22379,532262,445066,2495705,177939551
2020,45  - 49,Stagionale,Oltre 6 e meno di 12 mesi,6369,252088,222958,1262811,101273728
2020,45  - 49,Stagionale,Anno intero,175,9100,8376,53983,4235766
2020,45  - 49,Tempo determinato,Fino a 3 mesi,116864,1107308,813875,4455019,254658547
2020,45  - 49,Tempo determinato,Oltre 3 e fino a 6 mesi,76406,1954539,1522285,9013611,552304448
2020,45  - 49,Tempo determinato,Oltre 6 e meno di 12 mesi,123039,5441598,4725463,28200830,1916929953
2020,45  - 49,Tempo determinato,Anno intero,26877,1397595,1248382,8313880,637748132
2020,45  - 49,Tempo indeterminato,Fino a 3 mesi,63950,804952,544140,2922243,202959200
2020,45  - 49,Tempo indeterminato,Oltre 3 e fino a 6 mesi,97326,3025147,2104061,11851362,777970862
2020,45  - 49,Tempo indeterminato,Oltre 6 e meno di 12 mesi,828930,40941245,35719493,210611850,17762083869
2020,45  - 49,Tempo indeterminato,Anno intero,841693,43768021,40916895,261209056,31816836254
2020,50  - 54,Stagionale,Fino a 3 mesi,19377,212489,164169,869069,56803019
2020,50  - 54,Stagionale,Oltre 3 e fino a 6 mesi,20515,486150,408004,2283737,163436508
2020,50  - 54,Stagionale,Oltre 6 e meno di 12 mesi,5699,224439,198547,1123661,89604814
2020,50  - 54,Stagionale,Anno intero,117,6084,5309,36097,3068707
2020,50  - 54,Tempo determinato,Fino a 3 mesi,98018,923696,686060,3691756,212906265
2020,50  - 54,Tempo determinato,Oltre 3 e fino a 6 mesi,62775,1611388,1261660,7398875,461333964
2020,50  - 54,Tempo determinato,Oltre 6 e meno di 12 mesi,97400,4305648,3735353,22274018,1523412739
2020,50  - 54,Tempo determinato,Anno intero,21810,1134119,1007342,6747238,522397643
2020,50  - 54,Tempo indeterminato,Fino a 3 mesi,59353,752600,512379,2700868,190508683
2020,50  - 54,Tempo indeterminato,Oltre 3 e fino a 6 mesi,89120,2780507,1945754,10877680,725294268
2020,50  - 54,Tempo indeterminato,Oltre 6 e meno di 12 mesi,769168,38040148,33444602,195716293,16918557818
2020,50  - 54,Tempo indeterminato,Anno intero,802493,41729614,39018354,249125472,31774177956
2020,55  - 59,Stagionale,Fino a 3 mesi,15683,171475,132751,699958,46073694
2020,55  - 59,Stagionale,Oltre 3 e fino a 6 mesi,15911,373035,312226,1760238,126188847
2020,55  - 59,Stagionale,Oltre 6 e meno di 12 mesi,4308,169396,150851,850590,68395166
2020,55  - 59,Stagionale,Anno intero,90,4680,4242,27797,2318013
2020,55  - 59,Tempo determinato,Fino a 3 mesi,70990,668939,509685,2612228,155216996
2020,55  - 59,Tempo determinato,Oltre 3 e fino a 6 mesi,44223,1141728,911618,5226671,337128777
2020,55  - 59,Tempo determinato,Oltre 6 e meno di 12 mesi,63918,2822015,2455280,14579802,1019970358
2020,55  - 59,Tempo determinato,Anno intero,14885,774014,685675,4607808,381321422
2020,55  - 59,Tempo indeterminato,Fino a 3 mesi,59436,736324,529730,2712150,212356021
2020,55  - 59,Tempo indeterminato,Oltre 3 e fino a 6 mesi,82506,2533650,1840557,10086592,728246935
2020,55  - 59,Tempo indeterminato,Oltre 6 e meno di 12 mesi,609476,29985715,26488485,154260421,13650935890
2020,55  - 59,Tempo indeterminato,Anno intero,662104,34429398,32316926,205634253,27363125678
2020,60  - 64,Stagionale,Fino a 3 mesi,9678,104986,79937,422940,27956985
2020,60  - 64,Stagionale,Oltre 3 e fino a 6 mesi,9055,211122,173570,997167,70314217
2020,60  - 64,Stagionale,Oltre 6 e meno di 12 mesi,2105,81786,72012,411412,32548283
2020,60  - 64,Stagionale,Anno intero,36,1872,1703,11129,915369
2020,60  - 64,Tempo determinato,Fino a 3 mesi,41351,394612,310405,1459720,91745956
2020,60  - 64,Tempo determinato,Oltre 3 e fino a 6 mesi,22467,591334,477432,2648979,181840124
2020,60  - 64,Tempo determinato,Oltre 6 e meno di 12 mesi,28154,1239846,1066428,6397630,485020376
2020,60  - 64,Tempo determinato,Anno intero,7170,372840,330744,2221769,241886246
2020,60  - 64,Tempo indeterminato,Fino a 3 mesi,57370,667063,520967,2616599,257162692
2020,60  - 64,Tempo indeterminato,Oltre 3 e fino a 6 mesi,63521,1820403,1407336,7780738,704391156
2020,60  - 64,Tempo indeterminato,Oltre 6 e meno di 12 mesi,265812,12746569,11004822,65679990,5928881972
2020,60  - 64,Tempo indeterminato,Anno intero,298898,15542684,14504854,92917217,12982995089
2020,65 ed oltre,Stagionale,Fino a 3 mesi,6403,60827,40978,224113,13508025
2020,65 ed oltre,Stagionale,Oltre 3 e fino a 6 mesi,3282,75677,55927,355466,22588076
2020,65 ed oltre,Stagionale,Oltre 6 e meno di 12 mesi,556,21720,16944,109544,8141986
2020,65 ed oltre,Stagionale,Anno intero,15,780,675,4658,694400
2020,65 ed oltre,Tempo determinato,Fino a 3 mesi,24402,219184,169971,714269,44932912
2020,65 ed oltre,Tempo determinato,Oltre 3 e fino a 6 mesi,8524,232521,176036,998125,67909238
2020,65 ed oltre,Tempo determinato,Oltre 6 e meno di 12 mesi,8162,355069,273643,1813781,139806666
2020,65 ed oltre,Tempo determinato,Anno intero,2127,110602,92373,659939,100483918
2020,65 ed oltre,Tempo indeterminato,Fino a 3 mesi,32754,404418,283323,1377814,116567301
2020,65 ed oltre,Tempo indeterminato,Oltre 3 e fino a 6 mesi,25542,748462,505599,3063339,245301974
2020,65 ed oltre,Tempo indeterminato,Oltre 6 e meno di 12 mesi,68881,3218789,2386618,16512562,1284790642
2020,65 ed oltre,Tempo indeterminato,Anno intero,56633,2944898,2476265,17609635,2079289404
2020,Fino a 19,Stagionale,Fino a 3 mesi,34282,316221,203868,1255064,58691058
2020,Fino a 19,Stagionale,Oltre 3 e fino a 6 mesi,3918,84437,60465,386135,19579573
2020,Fino a 19,Stagionale,Oltre 6 e meno di 12 mesi,320,12513,10489,60707,3676971
2020,Fino a 19,Stagionale,Anno intero,6,312,238,1863,211219
2020,Fino a 19,Tempo determinato,Fino a 3 mesi,75321,649769,454945,2306710,107507359
2020,Fino a 19,Tempo determinato,Oltre 3 e fino a 6 mesi,15680,384285,275475,1708975,84055785
2020,Fino a 19,Tempo determinato,Oltre 6 e meno di 12 mesi,5812,247779,183973,1236106,65765339
2020,Fino a 19,Tempo determinato,Anno intero,609,31668,27451,188288,18490370
2020,Fino a 19,Tempo indeterminato,Fino a 3 mesi,22561,242133,177898,926357,39409978
2020,Fino a 19,Tempo indeterminato,Oltre 3 e fino a 6 mesi,14572,377076,283662,1690097,73751797
2020,Fino a 19,Tempo indeterminato,Oltre 6 e meno di 12 mesi,17423,801437,649892,3991767,180518349
2020,Fino a 19,Tempo indeterminato,Anno intero,2647,137644,120983,818327,41631570
2021,20  - 24,Stagionale,Fino a 3 mesi,61331,573925,410045,2358088,126478462
2021,20  - 24,Stagionale,Oltre 3 e fino a 6 mesi,36104,819969,650621,3903638,229275008
2021,20  - 24,Stagionale,Oltre 6 e meno di 12 mesi,9333,367263,308960,1858237,120674246
2021,20  - 24,Stagionale,Anno intero,389,20228,17791,119820,8565549
2021,20  - 24,Tempo determinato,Fino a 3 mesi,259578,2476785,1802842,8834506,454859175
2021,20  - 24,Tempo determinato,Oltre 3 e fino a 6 mesi,137094,3542642,2643221,15827462,853620052
2021,20  - 24,Tempo determinato,Oltre 6 e meno di 12 mesi,147566,6365265,5135381,32735852,1928513429
2021,20  - 24,Tempo determinato,Anno intero,33703,1752541,1537540,10415176,707853959
2021,20  - 24,Tempo indeterminato,Fino a 3 mesi,78238,866816,615880,3172992,162053269
2021,20  - 24,Tempo indeterminato,Oltre 3 e fino a 6 mesi,73279,1992185,1450384,8735093,440212493
2021,20  - 24,Tempo indeterminato,Oltre 6 e meno di 12 mesi,216550,10020595,8056074,51787239,2855285959
2021,20  - 24,Tempo indeterminato,Anno intero,233729,12153901,11153352,72537550,4907368294
2021,25  - 29,Stagionale,Fino a 3 mesi,28930,267741,195807,1090577,63828897
2021,25  - 29,Stagionale,Oltre 3 e fino a 6 mesi,29324,693102,574882,3333143,218914842
2021,25  - 29,Stagionale,Oltre 6 e meno di 12 mesi,11404,453816,389865,2302700,163553010
2021,25  - 29,Stagionale,Anno intero,473,24596,21532,145651,10324756
2021,25  - 29,Tempo determinato,Fino a 3 mesi,174826,1635083,1183819,6359542,366035083
2021,25  - 29,Tempo determinato,Oltre 3 e fino a 6 mesi,124774,3166068,2423263,14698138,884447186
2021,25  - 29,Tempo determinato,Oltre 6 e meno di 12 mesi,202468,8822265,7444285,46109964,2977035168
2021,25  - 29,Tempo determinato,Anno intero,58355,3034456,2757769,18038581,1310466119
2021,25  - 29,Tempo indeterminato,Fino a 3 mesi,84619,943124,663103,3333786,201760281
2021,25  - 29,Tempo indeterminato,Oltre 3 e fino a 6 mesi,84479,2347199,1729013,10166763,587847274
2021,25  - 29,Tempo indeterminato,Oltre 6 e meno di 12 mesi,343752,16213549,13396517,83957944,5302754953
2021,25  - 29,Tempo indeterminato,Anno intero,576158,29960203,28144195,178949406,14371055998
2021,30  - 34,Stagionale,Fino a 3 mesi,19887,188138,139031,768992,47939593
2021,30  - 34,Stagionale,Oltre 3 e fino a 6 mesi,24913,592605,497502,2864877,198457458
2021,30  - 34,Stagionale,Oltre 6 e meno di 12 mesi,10631,423071,364925,2152620,161962413
2021,30  - 34,Stagionale,Anno intero,416,21632,19265,128141,10277204
2021,30  - 34,Tempo determinato,Fino a 3 mesi,132704,1241046,895651,4951726,287867855
2021,30  - 34,Tempo determinato,Oltre 3 e fino a 6 mesi,105106,2670972,2073597,12542733,769947956
2021,30  - 34,Tempo determinato,Oltre 6 e meno di 12 mesi,193979,8469366,7293483,44477110,2959644500
2021,30  - 34,Tempo determinato,Anno intero,60884,3165968,2893030,18819556,1417027759
2021,30  - 34,Tempo indeterminato,Fino a 3 mesi,78774,944625,641813,2926837,196067425
2021,30  - 34,Tempo indeterminato,Oltre 3 e fino a 6 mesi,79736,2356549,1708379,9627008,600620910
2021,30  - 34,Tempo indeterminato,Oltre 6 e meno di 12 mesi,382719,18345690,15279460,94496801,6538039261
2021,30  - 34,Tempo indeterminato,Anno intero,774011,40248556,37918399,240386984,21886593871
2021,35  - 39,Stagionale,Fino a 3 mesi,16338,157277,117928,646554,40972500
2021,35  - 39,Stagionale,Oltre 3 e fino a 6 mesi,22911,547235,462845,2648355,187323212
2021,35  - 39,Stagionale,Oltre 6 e meno di 12 mesi,9738,386197,333976,1971608,150085464
2021,35  - 39,Stagionale,Anno intero,376,19552,17352,115935,8968132
2021,35  - 39,Tempo determinato,Fino a 3 mesi,112873,1048665,764597,4189414,241727288
2021,35  - 39,Tempo determinato,Oltre 3 e fino a 6 mesi,89661,2276473,1795458,10751365,668848795
2021,35  - 39,Tempo determinato,Oltre 6 e meno di 12 mesi,170030,7424338,6467014,39091566,2621680793
2021,35  - 39,Tempo determinato,Anno intero,54698,2844294,2591455,16910388,1300123937
2021,35  - 39,Tempo indeterminato,Fino a 3 mesi,68978,833537,566291,2538743,180056267
2021,35  - 39,Tempo indeterminato,Oltre 3 e fino a 6 mesi,72031,2169512,1571950,8714391,580813293
2021,35  - 39,Tempo indeterminato,Oltre 6 e meno di 12 mesi,395552,19166405,16060306,98724023,7340725986
2021,35  - 39,Tempo indeterminato,Anno intero,865661,45014348,42067422,268821502,26686751007
2021,40  - 44,Stagionale,Fino a 3 mesi,16364,159136,119078,652211,41323329
2021,40  - 44,Stagionale,Oltre 3 e fino a 6 mesi,23396,555462,471608,2702306,192147362
2021,40  - 44,Stagionale,Oltre 6 e meno di 12 mesi,10037,395820,342701,2023735,155816378
2021,40  - 44,Stagionale,Anno intero,338,17576,15823,104233,7985910
2021,40  - 44,Tempo determinato,Fino a 3 mesi,104288,961979,706775,3821222,220743849
2021,40  - 44,Tempo determinato,Oltre 3 e fino a 6 mesi,82826,2110353,1681215,9958524,624156672
2021,40  - 44,Tempo determinato,Oltre 6 e meno di 12 mesi,158291,6932527,6060745,36519480,2476761394
2021,40  - 44,Tempo determinato,Anno intero,51359,2670662,2411456,15880917,1201558563
2021,40  - 44,Tempo indeterminato,Fino a 3 mesi,60170,697601,473295,2185808,159069026
2021,40  - 44,Tempo indeterminato,Oltre 3 e fino a 6 mesi,61557,1875515,1344151,7465746,517527382
2021,40  - 44,Tempo indeterminato,Oltre 6 e meno di 12 mesi,411854,20178165,16995531,104021837,8064746421
2021,40  - 44,Tempo indeterminato,Anno intero,1039641,54061304,50277033,323019373,34021767678
2021,45  - 49,Stagionale,Fino a 3 mesi,17354,169833,128153,700814,45280358
2021,45  - 49,Stagionale,Oltre 3 e fino a 6 mesi,26335,623273,532887,3035266,218043963
2021,45  - 49,Stagionale,Oltre 6 e meno di 12 mesi,10825,427177,370324,2184871,171740225
2021,45  - 49,Stagionale,Anno intero,385,20020,17683,118819,8970763
2021,45  - 49,Tempo determinato,Fino a 3 mesi,103186,943368,698061,3722471,215761849
2021,45  - 49,Tempo determinato,Oltre 3 e fino a 6 mesi,78846,2012559,1600673,9443524,594705761
2021,45  - 49,Tempo determinato,Oltre 6 e meno di 12 mesi,146592,6430888,5600269,33787027,2304034498
2021,45  - 49,Tempo determinato,Anno intero,50556,2628906,2358863,15636509,1174015195
2021,45  - 49,Tempo indeterminato,Fino a 3 mesi,58184,680485,461355,2134151,160392763
2021,45  - 49,Tempo indeterminato,Oltre 3 e fino a 6 mesi,60866,1881698,1339951,7398301,530415196
2021,45  - 49,Tempo indeterminato,Oltre 6 e meno di 12 mesi,451129,22222261,18804969,114522378,9201008684
2021,45  - 49,Tempo indeterminato,Anno intero,1250865,65044940,60511389,388824096,43567555248
2021,50  - 54,Stagionale,Fino a 3 mesi,16275,160685,122806,665137,42799048
2021,50  - 54,Stagionale,Oltre 3 e fino a 6 mesi,25128,592650,509467,2895448,208999875
2021,50  - 54,Stagionale,Oltre 6 e meno di 12 mesi,9783,384710,333051,1972328,153275903
2021,50  - 54,Stagionale,Anno intero,313,16276,14314,96650,8019383
2021,50  - 54,Tempo determinato,Fino a 3 mesi,87651,796855,597683,3127572,184133900
2021,50  - 54,Tempo determinato,Oltre 3 e fino a 6 mesi,64669,1654813,1321359,7733199,491311110
2021,50  - 54,Tempo determinato,Oltre 6 e meno di 12 mesi,116713,5121502,4453551,26825042,1842800818
2021,50  - 54,Tempo determinato,Anno intero,39964,2078126,1851175,12362367,935894441
2021,50  - 54,Tempo indeterminato,Fino a 3 mesi,54305,645464,440518,1969973,152041998
2021,50  - 54,Tempo indeterminato,Oltre 3 e fino a 6 mesi,55342,1735402,1239363,6733753,493441537
2021,50  - 54,Tempo indeterminato,Oltre 6 e meno di 12 mesi,431169,21289029,18146017,109759076,9132948627
2021,50  - 54,Tempo indeterminato,Anno intero,1205757,62699331,58429207,374878581,44032516355
2021,55  - 59,Stagionale,Fino a 3 mesi,13274,131064,100453,537664,35179792
2021,55  - 59,Stagionale,Oltre 3 e fino a 6 mesi,20176,475149,405907,2325154,166777200
2021,55  - 59,Stagionale,Oltre 6 e meno di 12 mesi,7545,295432,256956,1515348,120098305
2021,55  - 59,Stagionale,Anno intero,223,11596,10110,68791,5452849
2021,55  - 59,Tempo determinato,Fino a 3 mesi,65778,604550,465912,2311751,139828796
2021,55  - 59,Tempo determinato,Oltre 3 e fino a 6 mesi,46837,1205755,980473,5584848,364931539
2021,55  - 59,Tempo determinato,Oltre 6 e meno di 12 mesi,80007,3509198,3062661,18355552,1286004053
2021,55  - 59,Tempo determinato,Anno intero,26974,1402643,1242880,8348963,650787654
2021,55  - 59,Tempo indeterminato,Fino a 3 mesi,57168,666517,483330,2117769,183364195
2021,55  - 59,Tempo indeterminato,Oltre 3 e fino a 6 mesi,55845,1709248,1280792,6864676,551491867
2021,55  - 59,Tempo indeterminato,Oltre 6 e meno di 12 mesi,373207,18303135,15714083,94621777,8149179411
2021,55  - 59,Tempo indeterminato,Anno intero,997138,51851133,48406220,310060304,37657815030
2021,60  - 64,Stagionale,Fino a 3 mesi,8569,84597,64021,341362,22207737
2021,60  - 64,Stagionale,Oltre 3 e fino a 6 mesi,11950,278927,236607,1367456,98347174
2021,60  - 64,Stagionale,Oltre 6 e meno di 12 mesi,4082,157955,135430,812436,62076899
2021,60  - 64,Stagionale,Anno intero,117,6084,5259,36091,3152175
2021,60  - 64,Tempo determinato,Fino a 3 mesi,39569,374559,301524,1351055,88368015
2021,60  - 64,Tempo determinato,Oltre 3 e fino a 6 mesi,25264,668262,548971,3000109,210518924
2021,60  - 64,Tempo determinato,Oltre 6 e meno di 12 mesi,37052,1623001,1406174,8434085,636569195
2021,60  - 64,Tempo determinato,Anno intero,12447,647241,563173,3855918,365883031
2021,60  - 64,Tempo indeterminato,Fino a 3 mesi,54812,605437,479154,2158168,235479997
2021,60  - 64,Tempo indeterminato,Oltre 3 e fino a 6 mesi,51390,1449024,1163201,6397412,648504836
2021,60  - 64,Tempo indeterminato,Oltre 6 e meno di 12 mesi,194825,9231500,7852783,48134193,4383318455
2021,60  - 64,Tempo indeterminato,Anno intero,431190,22421856,20691808,134135656,17091941025
2021,65 ed oltre,Stagionale,Fino a 3 mesi,6712,59108,40238,208106,12672073
2021,65 ed oltre,Stagionale,Oltre 3 e fino a 6 mesi,4672,106602,80784,520818,33934106
2021,65 ed oltre,Stagionale,Oltre 6 e meno di 12 mesi,1134,44051,33893,226927,16444403
2021,65 ed oltre,Stagionale,Anno intero,39,2028,1558,12053,1126929
2021,65 ed oltre,Tempo determinato,Fino a 3 mesi,25526,234233,187535,739975,50375415
2021,65 ed oltre,Tempo determinato,Oltre 3 e fino a 6 mesi,10280,282672,223369,1204317,88180267
2021,65 ed oltre,Tempo determinato,Oltre 6 e meno di 12 mesi,11509,503006,402322,2584696,212199552
2021,65 ed oltre,Tempo determinato,Anno intero,3759,195458,154405,1165957,140507939
2021,65 ed oltre,Tempo indeterminato,Fino a 3 mesi,28737,344614,243667,1050777,95331559
2021,65 ed oltre,Tempo indeterminato,Oltre 3 e fino a 6 mesi,22154,653976,464519,2701971,242399237
2021,65 ed oltre,Tempo indeterminato,Oltre 6 e meno di 12 mesi,54366,2510596,1869305,12991726,1013343616
2021,65 ed oltre,Tempo indeterminato,Anno intero,89562,4657187,3829238,27866872,2953949454
2021,Fino a 19,Stagionale,Fino a 3 mesi,51297,461134,307721,1961147,94268066
2021,Fino a 19,Stagionale,Oltre 3 e fino a 6 mesi,7947,163826,122035,777606,41158208
2021,Fino a 19,Stagionale,Oltre 6 e meno di 12 mesi,629,23632,19081,120547,6887181
2021,Fino a 19,Stagionale,Anno intero,9,468,443,2775,445298
2021,Fino a 19,Tempo determinato,Fino a 3 mesi,108225,937976,686821,3379955,161157661
2021,Fino a 19,Tempo determinato,Oltre 3 e fino a 6 mesi,25458,611812,460343,2799718,143845795
2021,Fino a 19,Tempo determinato,Oltre 6 e meno di 12 mesi,8316,339884,264755,1734238,95961905
2021,Fino a 19,Tempo determinato,Anno intero,1067,55484,47683,329916,28774675
2021,Fino a 19,Tempo indeterminato,Fino a 3 mesi,27138,272114,207205,1118964,49407082
2021,Fino a 19,Tempo indeterminato,Oltre 3 e fino a 6 mesi,18310,446362,359404,2137347,100523576
2021,Fino a 19,Tempo indeterminato,Oltre 6 e meno di 12 mesi,15046,654250,532251,3378163,159534570
2021,Fino a 19,Tempo indeterminato,Anno intero,5970,310440,275528,1849156,94033560
2022,20  - 24,Stagionale,Fino a 3 mesi,57985,567179,406281,2218988,123182346
2022,20  - 24,Stagionale,Oltre 3 e fino a 6 mesi,38800,929397,733823,4294126,251960573
2022,20  - 24,Stagionale,Oltre 6 e meno di 12 mesi,22205,901246,785783,4573750,310839614
2022,20  - 24,Stagionale,Anno intero,764,39728,34843,235111,17062048
2022,20  - 24,Tempo determinato,Fino a 3 mesi,270917,2660706,1969017,8997351,475233672
2022,20  - 24,Tempo determinato,Oltre 3 e fino a 6 mesi,147232,3929871,2992496,17041429,934158203
2022,20  - 24,Tempo determinato,Oltre 6 e meno di 12 mesi,179589,7883223,6374231,40532197,2392390525
2022,20  - 24,Tempo determinato,Anno intero,38220,1987416,1732564,11789834,782022765
2022,20  - 24,Tempo indeterminato,Fino a 3 mesi,63948,728247,538060,2725084,147192507
2022,20  - 24,Tempo indeterminato,Oltre 3 e fino a 6 mesi,64771,1743064,1323212,7703595,409897462
2022,20  - 24,Tempo indeterminato,Oltre 6 e meno di 12 mesi,212544,9856959,8100155,51735650,2980691571
2022,20  - 24,Tempo indeterminato,Anno intero,320398,16660680,15078627,99368720,6586787131
2022,25  - 29,Stagionale,Fino a 3 mesi,25987,245732,180532,948754,57717629
2022,25  - 29,Stagionale,Oltre 3 e fino a 6 mesi,25385,623883,506943,2931594,189150284
2022,25  - 29,Stagionale,Oltre 6 e meno di 12 mesi,24594,1003284,891423,5130142,378976597
2022,25  - 29,Stagionale,Anno intero,943,49036,43738,290183,22212959
2022,25  - 29,Tempo determinato,Fino a 3 mesi,166565,1572814,1150961,5959274,352058225
2022,25  - 29,Tempo determinato,Oltre 3 e fino a 6 mesi,126869,3280182,2561147,15105437,933362559
2022,25  - 29,Tempo determinato,Oltre 6 e meno di 12 mesi,227770,10051136,8550487,52643661,3463332010
2022,25  - 29,Tempo determinato,Anno intero,63189,3285821,2965722,19502395,1387969049
2022,25  - 29,Tempo indeterminato,Fino a 3 mesi,64117,712686,534434,2687935,177091611
2022,25  - 29,Tempo indeterminato,Oltre 3 e fino a 6 mesi,68192,1826231,1417617,8201691,512306313
2022,25  - 29,Tempo indeterminato,Oltre 6 e meno di 12 mesi,297697,14004609,11836720,73905771,4892744248
2022,25  - 29,Tempo indeterminato,Anno intero,722575,37573891,35011021,224342394,17860499787
2022,30  - 34,Stagionale,Fino a 3 mesi,17426,167117,123697,650656,41962454
2022,30  - 34,Stagionale,Oltre 3 e fino a 6 mesi,20435,506627,413932,2398719,161795725
2022,30  - 34,Stagionale,Oltre 6 e meno di 12 mesi,22200,904703,804872,4626868,358010887
2022,30  - 34,Stagionale,Anno intero,817,42484,37921,251639,19703861
2022,30  - 34,Tempo determinato,Fino a 3 mesi,127061,1192260,863595,4679663,280663544
2022,30  - 34,Tempo determinato,Oltre 3 e fino a 6 mesi,106598,2741246,2156941,12801295,805042425
2022,30  - 34,Tempo determinato,Oltre 6 e meno di 12 mesi,215213,9520979,8228868,50110285,3410291936
2022,30  - 34,Tempo determinato,Anno intero,68874,3581439,3263086,21263132,1586138914
2022,30  - 34,Tempo indeterminato,Fino a 3 mesi,57737,703761,503974,2295315,174813876
2022,30  - 34,Tempo indeterminato,Oltre 3 e fino a 6 mesi,62689,1793447,1352008,7564504,516679977
2022,30  - 34,Tempo indeterminato,Oltre 6 e meno di 12 mesi,318621,15275614,12900061,80051006,5776542198
2022,30  - 34,Tempo indeterminato,Anno intero,924550,48076588,44975631,287060296,26006318606
2022,35  - 39,Stagionale,Fino a 3 mesi,14312,137155,101316,534992,34699466
2022,35  - 39,Stagionale,Oltre 3 e fino a 6 mesi,18553,459730,377243,2179638,148631630
2022,35  - 39,Stagionale,Oltre 6 e meno di 12 mesi,20286,822597,728170,4211822,327068062
2022,35  - 39,Stagionale,Anno intero,727,37804,34081,223872,16911541
2022,35  - 39,Tempo determinato,Fino a 3 mesi,106582,994596,725220,3911496,232526378
2022,35  - 39,Tempo determinato,Oltre 3 e fino a 6 mesi,89885,2310653,1835093,10796471,675106187
2022,35  - 39,Tempo determinato,Oltre 6 e meno di 12 mesi,183064,8088881,7016777,42578532,2898113177
2022,35  - 39,Tempo determinato,Anno intero,59566,3097427,2817704,18397525,1408874015
2022,35  - 39,Tempo indeterminato,Fino a 3 mesi,49950,601588,426598,1990891,159356572
2022,35  - 39,Tempo indeterminato,Oltre 3 e fino a 6 mesi,55296,1604250,1199148,6688741,495383641
2022,35  - 39,Tempo indeterminato,Oltre 6 e meno di 12 mesi,323210,15681128,13267151,82085358,6326260401
2022,35  - 39,Tempo indeterminato,Anno intero,983873,51161370,47470008,305455759,29965780163
2022,40  - 44,Stagionale,Fino a 3 mesi,14059,137078,101236,535044,34512814
2022,40  - 44,Stagionale,Oltre 3 e fino a 6 mesi,19013,471275,388268,2239071,152953124
2022,40  - 44,Stagionale,Oltre 6 e meno di 12 mesi,20722,837374,742276,4288713,333967986
2022,40  - 44,Stagionale,Anno intero,651,33852,30059,200596,15209078
2022,40  - 44,Tempo determinato,Fino a 3 mesi,99135,921187,676114,3602250,215275632
2022,40  - 44,Tempo determinato,Oltre 3 e fino a 6 mesi,83744,2154904,1721958,10083138,637508580
2022,40  - 44,Tempo determinato,Oltre 6 e meno di 12 mesi,173053,7648415,6667164,40322481,2770589398
2022,40  - 44,Tempo determinato,Anno intero,55752,2899100,2620697,17223570,1300740781
2022,40  - 44,Tempo indeterminato,Fino a 3 mesi,40923,462178,327357,1623230,133070227
2022,40  - 44,Tempo indeterminato,Oltre 3 e fino a 6 mesi,44401,1288080,942736,5405315,416247283
2022,40  - 44,Tempo indeterminato,Oltre 6 e meno di 12 mesi,326460,16023947,13611495,83928518,6711461391
2022,40  - 44,Tempo indeterminato,Anno intero,1146708,59628791,55114251,356227571,37264100325
2022,45  - 49,Stagionale,Fino a 3 mesi,14901,145856,108299,570950,37119060
2022,45  - 49,Stagionale,Oltre 3 e fino a 6 mesi,21118,522872,431520,2484122,170599564
2022,45  - 49,Stagionale,Oltre 6 e meno di 12 mesi,23206,933759,828797,4781890,376896607
2022,45  - 49,Stagionale,Anno intero,714,37128,33219,219894,16855686
2022,45  - 49,Tempo determinato,Fino a 3 mesi,97112,897906,661597,3480535,207740057
2022,45  - 49,Tempo determinato,Oltre 3 e fino a 6 mesi,79101,2047797,1630823,9513121,603418146
2022,45  - 49,Tempo determinato,Oltre 6 e meno di 12 mesi,163920,7258727,6303314,38130858,2633872791
2022,45  - 49,Tempo determinato,Anno intero,54713,2845068,2555508,16907193,1268364099
2022,45  - 49,Tempo indeterminato,Fino a 3 mesi,38728,427352,302507,1536450,130115565
2022,45  - 49,Tempo indeterminato,Oltre 3 e fino a 6 mesi,42098,1239246,886039,5145724,404332574
2022,45  - 49,Tempo indeterminato,Oltre 6 e meno di 12 mesi,357512,17651852,15056630,92418527,7562763906
2022,45  - 49,Tempo indeterminato,Anno intero,1385112,72025775,66649258,430533693,47483780703
2022,50  - 54,Stagionale,Fino a 3 mesi,13936,139579,103919,538811,34666389
2022,50  - 54,Stagionale,Oltre 3 e fino a 6 mesi,20945,516648,430081,2466364,170608170
2022,50  - 54,Stagionale,Oltre 6 e meno di 12 mesi,21822,874757,779218,4481546,355091174
2022,50  - 54,Stagionale,Anno intero,566,29432,26345,174548,13567504
2022,50  - 54,Tempo determinato,Fino a 3 mesi,84599,775154,577374,2977118,179193766
