anno,attivita_economica_ateco_2007,periodo_retribuito_dal_datore_di_lavoro,numero_lavoratori_con_almeno_una_giornata_retribuita_nell_anno,numero_settimane_retribuite_nell_anno,numero_settimane_utili_nell_anno,numero_giornate_retribuite_nell_anno,somma_retribuzioni_nell_anno
2023,Trasporto e magazzinaggio,Oltre 3 e fino a 6 mesi,88367,2343172,2007370,10755043,946506013
2023,Trasporto e magazzinaggio,Oltre 6 e meno di 12 mesi,324659,15359682,14030000,80563832,7097955536
2023,Trasporto e magazzinaggio,Anno intero,721421,37513789,36184075,224170431,23938384068
2024,Altre attivita' di servizi,Fino a 3 mesi,64020,702993,467166,2403388,127020113
2024,Altre attivita' di servizi,Oltre 3 e fino a 6 mesi,48016,1370773,888822,5681488,302092928
2024,Altre attivita' di servizi,Oltre 6 e meno di 12 mesi,133653,6291982,4629174,32341564,1881072286
2024,Altre attivita' di servizi,Anno intero,260804,13561771,11673761,81068671,6567067526
2024,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Fino a 3 mesi,93977,847868,603866,3165061,200789973
2024,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Oltre 3 e fino a 6 mesi,48347,1205595,933196,5528603,432208421
2024,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Oltre 6 e meno di 12 mesi,52367,2342065,1894483,12132295,1026828389
2024,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Anno intero,75251,3913051,3531692,23389321,2558715592
2024,Attivita' dei servizi di alloggio e di ristorazione,Fino a 3 mesi,487865,5565880,3998624,18006079,902527593
2024,Attivita' dei servizi di alloggio e di ristorazione,Oltre 3 e fino a 6 mesi,372174,10227237,7543197,43519986,2421768090
2024,Attivita' dei servizi di alloggio e di ristorazione,Oltre 6 e meno di 12 mesi,645879,28662100,21358255,147599592,8796980450
2024,Attivita' dei servizi di alloggio e di ristorazione,Anno intero,514201,26738365,21612224,159549704,10569940962
2024,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Fino a 3 mesi,4668,36617,25926,153517,9235720
2024,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Oltre 3 e fino a 6 mesi,1784,48061,32384,210549,12463271
2024,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Oltre 6 e meno di 12 mesi,3981,184897,144006,986297,58096736
2024,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",Anno intero,26019,1352981,1185013,8098421,508878633
2024,Attivita' finanziarie e assicurative,Fino a 3 mesi,9075,90743,77104,422894,64113139
2024,Attivita' finanziarie e assicurative,Oltre 3 e fino a 6 mesi,9806,245057,214622,1229833,186616376
2024,Attivita' finanziarie e assicurative,Oltre 6 e meno di 12 mesi,44914,2120347,1914668,11455790,1664995614
2024,Attivita' finanziarie e assicurative,Anno intero,419062,21791223,21054241,130526821,25331211290
2024,Attivita' immobiliari,Fino a 3 mesi,5310,57757,37561,221686,14941644
2024,Attivita' immobiliari,Oltre 3 e fino a 6 mesi,4886,124511,86306,589426,38543032
2024,Attivita' immobiliari,Oltre 6 e meno di 12 mesi,12234,550360,411407,2931347,208118396
2024,Attivita' immobiliari,Anno intero,41455,2155655,1819974,12904856,1382670136
2024,Attivita' manifatturiere,Fino a 3 mesi,192153,2015305,1668487,7982804,693828969
2024,Attivita' manifatturiere,Oltre 3 e fino a 6 mesi,176150,4761535,4002647,21193812,1776495549
2024,Attivita' manifatturiere,Oltre 6 e meno di 12 mesi,936536,45627832,42230638,240241872,22932978394
2024,Attivita' manifatturiere,Anno intero,2698557,140324907,135800617,838350123,104654934715
2024,"Attivita' professionali, scientifiche e tecniche",Fino a 3 mesi,54974,545003,427279,1915885,144362111
2024,"Attivita' professionali, scientifiche e tecniche",Oltre 3 e fino a 6 mesi,38203,1010736,802807,4535291,357642280
2024,"Attivita' professionali, scientifiche e tecniche",Oltre 6 e meno di 12 mesi,103409,4760672,3953534,25277173,2151290095
2024,"Attivita' professionali, scientifiche e tecniche",Anno intero,432420,22485799,20496699,134578489,15496524326
2024,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Fino a 3 mesi,220028,2314412,1554938,8992219,573056359
2024,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Oltre 3 e fino a 6 mesi,183649,4855824,3400097,21929949,1399739050
2024,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Oltre 6 e meno di 12 mesi,540088,25124361,19393852,132213474,9467562232
2024,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Anno intero,1664426,86550047,76719405,517637361,50053715053
2024,Costruzioni,Fino a 3 mesi,172354,1626321,1485771,6802725,553367249
2024,Costruzioni,Oltre 3 e fino a 6 mesi,130512,3403625,3151995,15434052,1252823829
2024,Costruzioni,Oltre 6 e meno di 12 mesi,470119,22705740,21828681,116266214,10523942871
2024,Costruzioni,Anno intero,536610,27903698,26797614,166386321,16620017846
2024,Estrazione di minerali da cave e miniere,Fino a 3 mesi,1046,11099,9796,45948,5938744
2024,Estrazione di minerali da cave e miniere,Oltre 3 e fino a 6 mesi,1060,28018,25548,129686,17533708
2024,Estrazione di minerali da cave e miniere,Oltre 6 e meno di 12 mesi,6485,315185,305935,1670374,216363983
2024,Estrazione di minerali da cave e miniere,Anno intero,29624,1540448,1523470,9215050,1729377991
2024,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Fino a 3 mesi,7853,76184,63906,335789,28652246
2024,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Oltre 3 e fino a 6 mesi,8455,210580,181504,1028472,80182937
2024,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Oltre 6 e meno di 12 mesi,37432,1779845,1666796,9525915,888263860
2024,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Anno intero,151951,7901449,7702411,47256124,5281638764
2024,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Fino a 3 mesi,1671,15679,14304,75964,9171412
2024,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Oltre 3 e fino a 6 mesi,1806,44601,40390,225803,27813542
2024,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Oltre 6 e meno di 12 mesi,10465,500138,481439,2724815,391349221
2024,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Anno intero,74188,3857776,3814559,23070908,3979474917
2024,Istruzione,Fino a 3 mesi,87173,912471,722356,3734398,278344073
2024,Istruzione,Oltre 3 e fino a 6 mesi,122894,3120456,2778376,16048057,1055028690
2024,Istruzione,Oltre 6 e meno di 12 mesi,342472,14521335,13489493,81189669,5953154660
2024,Istruzione,Anno intero,188039,9778002,8917912,58459673,4896804535
2024,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Fino a 3 mesi,332186,3000618,2067634,11252009,687113438
2024,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Oltre 3 e fino a 6 mesi,220762,5716699,4299608,26110331,1648240218
2024,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Oltre 6 e meno di 12 mesi,531979,24517859,19888497,128161910,8572477533
2024,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Anno intero,810663,42154398,36598426,251823288,20340504369
2024,Sanita' e assistenza sociale,Fino a 3 mesi,75211,778461,502408,3104821,192453934
2024,Sanita' e assistenza sociale,Oltre 3 e fino a 6 mesi,71852,1919188,1267736,8662745,512749015
2024,Sanita' e assistenza sociale,Oltre 6 e meno di 12 mesi,255070,11962855,9042989,62411545,4010117081
2024,Sanita' e assistenza sociale,Anno intero,542167,28192634,24709574,168593409,12962242834
2024,Servizi di informazione e comunicazione,Fino a 3 mesi,73240,394029,349207,1415849,171328527
2024,Servizi di informazione e comunicazione,Oltre 3 e fino a 6 mesi,26781,678565,591748,3184515,375735191
2024,Servizi di informazione e comunicazione,Oltre 6 e meno di 12 mesi,101999,4850718,4425251,26009943,3093074345
2024,Servizi di informazione e comunicazione,Anno intero,434822,22610733,21779833,135256014,18794042558
2024,Trasporto e magazzinaggio,Fino a 3 mesi,90783,915352,756076,3655090,302588519
2024,Trasporto e magazzinaggio,Oltre 3 e fino a 6 mesi,88823,2340269,2002095,10779203,965754444
2024,Trasporto e magazzinaggio,Oltre 6 e meno di 12 mesi,335078,15813902,14483352,83212983,7624095266
2024,Trasporto e magazzinaggio,Anno intero,737036,38325784,37002382,228996321,25153588249
